12/25/2015,5,12
12/26/2015,6,12
12/27/2015,7,12
12/28/2015,1,12
12/29/2015,2,12
12/30/2015,3,12
12/31/2015,4,12
1/1/2016,5,1
1/2/2016,6,1
1/3/2016,7,1
1/4/2016,1,1
1/5/2016,2,1
1/6/2016,3,1
1/7/2016,4,1
1/8/2016,5,1
1/9/2016,6,1
1/10/2016,7,1
1/11/2016,1,1
1/12/2016,2,1
1/13/2016,3,1
1/14/2016,4,1
1/15/2016,5,1
1/16/2016,6,1
1/17/2016,7,1
1/18/2016,1,1
1/19/2016,2,1
1/20/2016,3,1
1/21/2016,4,1
1/22/2016,5,1
1/23/2016,6,1
1/24/2016,7,1
1/25/2016,1,1
1/26/2016,2,1
1/27/2016,3,1
1/28/2016,4,1
1/29/2016,5,1
1/30/2016,6,1
1/31/2016,7,1
2/1/2016,1,2
2/2/2016,2,2
2/3/2016,3,2
2/4/2016,4,2
2/5/2016,5,2
2/6/2016,6,2
2/7/2016,7,2
2/8/2016,1,2
2/9/2016,2,2
2/10/2016,3,2
2/11/2016,4,2
2/12/2016,5,2
2/13/2016,6,2
2/14/2016,7,2
2/15/2016,1,2
2/16/2016,2,2
2/17/2016,3,2
2/18/2016,4,2
2/19/2016,5,2
2/20/2016,6,2
2/21/2016,7,2
2/22/2016,1,2
2/23/2016,2,2
2/24/2016,3,2
2/25/2016,4,2
2/26/2016,5,2
2/27/2016,6,2
2/28/2016,7,2
2/29/2016,1,2
3/1/2016,2,3
3/2/2016,3,3
3/3/2016,4,3
3/4/2016,5,3
3/5/2016,6,3
3/6/2016,7,3
3/7/2016,1,3
3/8/2016,2,3
3/9/2016,3,3
3/10/2016,4,3
3/11/2016,5,3
3/12/2016,6,3
3/13/2016,7,3
3/14/2016,1,3
3/15/2016,2,3
3/16/2016,3,3
3/17/2016,4,3
3/18/2016,5,3
3/19/2016,6,3
3/20/2016,7,3
3/21/2016,1,3
3/22/2016,2,3
3/23/2016,3,3
3/24/2016,4,3
3/25/2016,5,3
3/26/2016,6,3
3/27/2016,7,3
3/28/2016,1,3
3/29/2016,2,3
3/30/2016,3,3
3/31/2016,4,3
4/1/2016,5,4
4/2/2016,6,4
4/3/2016,7,4
4/4/2016,1,4
4/5/2016,2,4
4/6/2016,3,4
4/7/2016,4,4
4/8/2016,5,4
4/9/2016,6,4
4/10/2016,7,4
4/11/2016,1,4
4/12/2016,2,4
4/13/2016,3,4
4/14/2016,4,4
4/15/2016,5,4
4/16/2016,6,4
4/17/2016,7,4
4/18/2016,1,4
4/19/2016,2,4
4/20/2016,3,4
4/21/2016,4,4
4/22/2016,5,4
4/23/2016,6,4
4/24/2016,7,4
4/25/2016,1,4
4/26/2016,2,4
4/27/2016,3,4
4/28/2016,4,4
4/29/2016,5,4
4/30/2016,6,4
5/1/2016,7,5
5/2/2016,1,5
5/3/2016,2,5
5/4/2016,3,5
5/5/2016,4,5
5/6/2016,5,5
5/7/2016,6,5
5/8/2016,7,5
5/9/2016,1,5
5/10/2016,2,5
5/11/2016,3,5
5/12/2016,4,5
5/13/2016,5,5
5/14/2016,6,5
5/15/2016,7,5
5/16/2016,1,5
5/17/2016,2,5
5/18/2016,3,5
5/19/2016,4,5
5/20/2016,5,5
5/21/2016,6,5
5/22/2016,7,5
5/23/2016,1,5
5/24/2016,2,5
5/25/2016,3,5
5/26/2016,4,5
5/27/2016,5,5
5/28/2016,6,5
5/29/2016,7,5
5/30/2016,1,5
5/31/2016,2,5
6/1/2016,3,6
6/2/2016,4,6
6/3/2016,5,6
6/4/2016,6,6
6/5/2016,7,6
6/6/2016,1,6
6/7/2016,2,6
6/8/2016,3,6
6/9/2016,4,6
6/10/2016,5,6
6/11/2016,6,6
6/12/2016,7,6
6/13/2016,1,6
6/14/2016,2,6
6/15/2016,3,6
6/16/2016,4,6
6/17/2016,5,6
6/18/2016,6,6
6/19/2016,7,6
6/20/2016,1,6
6/21/2016,2,6
6/22/2016,3,6
6/23/2016,4,6
6/24/2016,5,6
6/25/2016,6,6
6/26/2016,7,6
6/27/2016,1,6
6/28/2016,2,6
6/29/2016,3,6
6/30/2016,4,6
7/1/2016,5,7
7/2/2016,6,7
7/3/2016,7,7
7/4/2016,1,7
7/5/2016,2,7
7/6/2016,3,7
7/7/2016,4,7
7/8/2016,5,7
7/9/2016,6,7
7/10/2016,7,7
7/11/2016,1,7
7/12/2016,2,7
7/13/2016,3,7
7/14/2016,4,7
7/15/2016,5,7
7/16/2016,6,7
7/17/2016,7,7
7/18/2016,1,7
7/19/2016,2,7
7/20/2016,3,7
7/21/2016,4,7
7/22/2016,5,7
7/23/2016,6,7
7/24/2016,7,7
7/25/2016,1,7
7/26/2016,2,7
7/27/2016,3,7
7/28/2016,4,7
7/29/2016,5,7
7/30/2016,6,7
7/31/2016,7,7
8/1/2016,1,8
8/2/2016,2,8
8/3/2016,3,8
8/4/2016,4,8
8/5/2016,5,8
8/6/2016,6,8
8/7/2016,7,8
8/8/2016,1,8
8/9/2016,2,8
8/10/2016,3,8
8/11/2016,4,8
8/12/2016,5,8
8/13/2016,6,8
8/14/2016,7,8
8/15/2016,1,8
8/16/2016,2,8
8/17/2016,3,8
8/18/2016,4,8
8/19/2016,5,8
8/20/2016,6,8
8/21/2016,7,8
8/22/2016,1,8
8/23/2016,2,8
8/24/2016,3,8
8/25/2016,4,8
8/26/2016,5,8
8/27/2016,6,8
8/28/2016,7,8
8/29/2016,1,8
8/30/2016,2,8
8/31/2016,3,8
9/1/2016,4,9
9/2/2016,5,9
9/3/2016,6,9
9/4/2016,7,9
9/5/2016,1,9
9/6/2016,2,9
9/7/2016,3,9
9/8/2016,4,9
9/9/2016,5,9
9/10/2016,6,9
9/11/2016,7,9
9/12/2016,1,9
9/13/2016,2,9
9/14/2016,3,9
9/15/2016,4,9
9/16/2016,5,9
9/17/2016,6,9
9/18/2016,7,9
9/19/2016,1,9
9/20/2016,2,9
9/21/2016,3,9
9/22/2016,4,9
9/23/2016,5,9
9/24/2016,6,9
9/25/2016,7,9
9/26/2016,1,9
9/27/2016,2,9
9/28/2016,3,9
9/29/2016,4,9
9/30/2016,5,9
10/1/2016,6,10
10/2/2016,7,10
10/3/2016,1,10
10/4/2016,2,10
10/5/2016,3,10
10/6/2016,4,10
10/7/2016,5,10
10/8/2016,6,10
10/9/2016,7,10
10/10/2016,1,10
10/11/2016,2,10
10/12/2016,3,10
10/13/2016,4,10
10/14/2016,5,10
10/15/2016,6,10
10/16/2016,7,10
10/17/2016,1,10
10/18/2016,2,10
10/19/2016,3,10
10/20/2016,4,10
10/21/2016,5,10
10/22/2016,6,10
10/23/2016,7,10
10/24/2016,1,10
10/25/2016,2,10
10/26/2016,3,10
10/27/2016,4,10
10/28/2016,5,10
10/29/2016,6,10
10/30/2016,7,10
10/31/2016,1,10
11/1/2016,2,11
11/2/2016,3,11
11/3/2016,4,11
11/4/2016,5,11
11/5/2016,6,11
11/6/2016,7,11
11/7/2016,1,11
11/8/2016,2,11
11/9/2016,3,11
11/10/2016,4,11
11/11/2016,5,11
11/12/2016,6,11
11/13/2016,7,11
11/14/2016,1,11
11/15/2016,2,11
11/16/2016,3,11
11/17/2016,4,11
11/18/2016,5,11
11/19/2016,6,11
11/20/2016,7,11
11/21/2016,1,11
11/22/2016,2,11
11/23/2016,3,11
11/24/2016,4,11
11/25/2016,5,11
11/26/2016,6,11
11/27/2016,7,11
11/28/2016,1,11
11/29/2016,2,11
11/30/2016,3,11
12/1/2016,4,12
12/2/2016,5,12
12/3/2016,6,12
12/4/2016,7,12
12/5/2016,1,12
12/6/2016,2,12
12/7/2016,3,12
12/8/2016,4,12
12/9/2016,5,12
12/10/2016,6,12
12/11/2016,7,12
12/12/2016,1,12
12/13/2016,2,12
12/14/2016,3,12
12/15/2016,4,12
12/16/2016,5,12
12/17/2016,6,12
12/18/2016,7,12
12/19/2016,1,12
12/20/2016,2,12
12/21/2016,3,12
