,0
113, thanks guys
114,still makes laugh time
115, epic
116,
117, weird maybe went aaa let keep
118,ha
119,
120, right near putnam
121,behind new one
122,experiment last week took grid
123,luckily last experiment went pretty well
124,butze end clowning interview
125,
126,dang reason getting message notifications whatsapp thought everything wicked quiet past couple days turns missed  messages including hilarious r references lines code 
127,also found stand segment thought guys would appreciate http www cc com video clips j epun meltdown jonah kumail uncensored extended sad snacks sad tweets
128,dude bit called day sounds towards middle stop laughing
129,actually closer end clip
130,getting closer buying something
131,toy show wait
132,
133, awesome
134,
135, look closely see holding beer mug dad carved guy chester know house huge mailbox guy also made bunch beats steven tyler guy name shit barry barry bear carving guy chainsaw
136,wow catch
137,holiday shoppers probably feel way feeling  day luckily happened chance upon movie flash gordon plying tv cheered right guys seen one hilarious maybe even better conan destroyer
138, hero super powers quarterback new york jets uses football skills fight aliens
139,http youtu hy efx fviq
140,guys seen james joyce love letters wife
141,full b hole references
142, love different ways describes farts
143,smart feller fart smeller
144, hilarious series
145,cool small world
146, perfect
147,
148,maths pretty sweet
149,ha exactly
150,line lower half corresponds half circle top half diameter circle corresponds interval circle corresponding line line drawn circle midpoint point outside interval line intersects circle line drawn intersection circles diameter line diameter perpendicular process maps point outside interval exactly one point inside interval repeatedly infinite points real line outside interval therefore mapping one one infinity points inside interval exactly equal infinity points outside interval mathspeak cardinality half circle drawn example mappings repeat drawing using previous drawing interval next way nesting infinities becomes obvious
151, team feelings
152,
153,little blurry says buttstuff
154,think might
155,buttstuff movement
156, wondering pretty professional sticker also hashtag butt stuff trending
157,ha amazing
158,guys feel  coming vt new years invited
159, awesome butze could extend invite rob
160,great lot group year pretty fun
161, excellent use majesty
162,guys seen video bill burr explaining bake pie crust hilarious
163,http youtu lowcmzhwlrk
164,thinking exact thing go fuck cooking billy red face
165, last sentence article perfect
166,
167,secret santa ornament swap mom side family even going know opens wait
168,check blurb bill burr interview jimmy fallon
169,
170,rant great wait series come netflix friday
171,ha
172,amazing love lady  got lyrics rudolph x  bitch please know damn lyrics bark bark
173, tizzugs
174,
175, amazing probably practical
176,ha read string messages custom bitmoji hilarious
177,
178,ha
179,
180,pretty fun
181,still laughing dave description jimmy mr poopybutthole
182,guys coming vt
183,
184,nice
185,guys could bring towel pillow sleeping bag ly need sleeping bag case
186,worry food drink gonna ton stuff
187,
188,sorry hear grandma jim definitely another trip vt new year parents also recently bought house beach madison ct get together one weekends
189,ha
190,sheeeuuutt dat ass tho 
191,guys coming today
192,sounds good
193,guys get park second driveway
194,
195,guys think making beer tasting app basic function would let people join tasting chat  whatsapp group would enter names beers try group could rate one drink app would tally scores keep track everyone tastes could even means sharing playlists beer lineups tastings could get users recommend good tasting lineups  great vt ipas example could even get master brewers design playlists highlight trying accomplish beers could also function works  community playlist app rob butze party rob house butze would possible program could get rob involved
196,cool sounds good dave thinking along promotions line imagine could walk huge beerfests app would give friends possible tasting routes festival travel could strategically go tasting experience rate beers realtime group
197,bubbling dad took quick peak lid said despite lack bubbles looks  something happening
198,drilled another bunghole checking temperature thermobung 
199,
200,
201,dang looks good made
202,
203,sure parents ct week hopefully going well
204,found great intro book mathematical logic free online google prove pdf come
205,public transit becomes good enough people feel  lose autonomy choosing
206,
207,good music math already exhausted com truise catalogue
208,oh  nice forgot tycho thanks thanks playlist
209,derive club ceiling missing
210,sweet bout get mad rhombus
211,seems dad started secondary fermentation hopefully comes well uncle pat also batch going bought kettle fermenting tank mutt nuts batch vt
212,yup two batches done around time gonna lot beer drink
213, awesome heard radio show monday kept playing band called soft moon even songs row
214,anyone know efficient algorithm ideally pre written program finding shortest paths pairs nodes network links nodes weighted something  traffic jim
215,software use handle nodes
216,nice sweet name 
217,cool look see uconn licenses thanks
218, mostly worried computation time relatively large spatial graphs want couple flow multiple graphs might need solve multiple times python good idea though probably parallel options
219,represent form want fundamental data ascii files found something called networkx python could helpful
220,cool ok going try options see access thanks infos
221,
222,think weeks drinking
223,guys wanna trip vt couple weeks done
224,sheeuuutt go long island weekend experiments would weekend work
225,always week  goes bad couple weeks
226,looks  kind high tech station j
227,install toilet hole recliner baboom problem solved
228,nothing net
229,
230,works
231,think one nerdiest thoughts life math model making thought ah math sam frodo times resent end glad always combo math fantasy literature nerddom
232,ha
233, pretty great
234,ha
235,damn looks good
236,going boston visiting kelly weekend dave sean guys around
237,alright cool link butze via text know exactly
238,ha could take ball pit
239,especially hilarious ask spell please 
240,guys remember classic bear grylls clip https youtube com watch v l ytcxm fk
241,subsequent textbooks written authors chapters called mooradian dog washing model
242,engineers would difficult traffic problems others would consult saying things  tried dog washing e mooradian method
243,pump dump though case considering alternative
244,nutnutnutnutnut nutsack da asshole
245,th right
246,definitely bring turkey bout straight feast
247,touching lives one dick time
248,need wear respirator mask
249,ha ed dutch boy reference
250,guys ready get weird weekend
251,going arrive going tomorrow morning going work tomorrow afternoon friday
252,nice
253,sweet mom also made chili chicken salad typically lack weekends fruits veggies although think mom usually box lettuce spinach handy
254, probably true
255,looks  good weather weekend could potentially hike least play cornhole backyard
256, great see snow melted enough good though
257,might little cold kayaking
258,butze car wd right mud season road little dicey moment crv makes fine little careful dave let us know get downtown ludlow arranged able park car neighbor closer road still paved jimmy car wd also park neighbor let us know close
259, sure bad rain yesterday approaching deep chocolate river dave jim let us know close meet place park butze good go
260,landline house cell service downtown ludlow fine let us know stoplight town head hill neighbor head
261,cool see guys little bit
262,jimmy dave car made hill want try problem drop car friend hill let know
263,ok cool
264,thanks posting recipe butze definitely going try could post pumpernickel one think going try one go reubens
265,awesome thanks
266,soon ai agent nerdy voice giving youtube tour minecraft world wait
267,pumpernickel bread recipe calls cornstarch wash cites sidebar pg could snap photo send
268,ha
269,
270, face truly putting
271,
272,got caraway seeds price chopper spices good luck gluten free loaves wu date right even come badly still fun striving must suffice 
273,thing differently recipe made caramel color probably instead powder liquid maybe used get darker
274,caramel color recipe used
275,
276,
277,
278,butze tennessee boston
279,nice probably good eatin bet
280,job interview vacation
281,south really redeeming qualities
282,
283,thanks turns slightly underbaked middle still dialing also guys might find amusing parallelizing matlab network problem working basically involves switching command parfor pretty far metal
284, amazing simultaneously horrifying
285,thanks
286,started twin peaks love dialogue fbi guy great
287,sheeeeuuuuuutttt
288,jim shortest paths problem working brought big data problem algorithm calculation graphs thousand nodes thousand edges whole calculation takes min move thousand nodes however matrices longer fit computer physical memory freezes need allocate call memory efficiently keywords look solutions butze experience
289,good idea relatively simple first hack think definitely drop precision
290,thank
291, whatsapp thing whenever updates stops giving notifications messages definitely going try jim idea carefully assigning data types  problem ultimately need calculate n x n matrix n number nodes whose values depend n x n matrices entry j matrix gives certain property shortest path j one calculations locally parallel iterations loop evaluated competitively parallel workers order matlab replicates matrices workers happens physical memory gets used really quickly matlab documentation problem offers bunch potential solutions seeing jim may known one hand help select list
292,values matrix currently bit floating point numbers algorithm shortest paths built matlab returns shortest path tree part came basically depth first search algorithm entire tree traversed properties edge summed stored along way get shortest path properties
293, geometric properties edges
294,right working making bit
295,might mess around distributing matrices creating matlab called data store using function called mapreduce
296, already represented sparse currently lot infinities entries maybe convert go luckily values range infinity unambiguously reassign zero infinities
297,matlab function called sparse squeezes sparse matrix save space
298, matlab bit actually running super high performance computer cpus gb ram
299,yup
300,good ideas going try thanks
301,
302,ha
303,awesome please share recipe got dialed reading ingredients thought nothing net passed mind
304,
305,jim meal screams ring fire
306,ha
307,seeing girl long definitely expert take time start care somebody  takes time feel home new house
308,well said sean also gotten help past think reason group identifies comics  depression parkour mean imply experiences equated exactly person experience unique mindset dave
309,butze probably right nothing lose dave give credit going formal first place type stuff overwhelming exhausting people actually enjoy things difficult date night especially started seeing someone definitely would felt extremely uncomfortable definitely give credit stepping comfort zone going takes cajones present something  opinion least
310,
311,lighten mood moment also whatsapp notified message end end encryption kinda sounds  butthole reference
312,really great article amazing much discussion overlaps bill burr comedy feel  bits hit nuances mentioned article also made think great song called ugly cherries heard band two drag queens called pwr bttm singer said wrote struggle fully accept queer desire express drag culture listen lyrics context article pretty much hit dead feels able express important part whatever kind  billy budd guys read high school singer also said thinking adage say alright enough alright whether could actually true great part basically shouting alright tone sounds strained doubtful also face melting guitar lick song thought provoking stuff http youtu kx tbwlmr
313,butze long take wild yeast colonize stuff
314,wow pretty cool
315,able make
316,looks  regular sandals really comfy
317, group definitely knows get weird
318,ha best things involve sonic costumes guess
319,ahh right
320,definitely
321,free come earlier stay little sunday going stay sister normally sister condo would good option place us non bostonian stay time kelly couple friends visiting weekend pullouts full
322,
323,sean jim kelly friends planning going arnold arboretum tomorrow around pm probably going meet way city guys wanted come
324,ok cool figured float case
325,dave listened couple songs band recommended chill listened little bit  chill skype wave fusion
326,nice also meant tell guys satellite radio recently broadcasted live com truise concert dude really hitting big time
327,ha
328,ha love shouts names friends
329,
330,
331,going epic meals
332,ha got reference
333,sure done god trippy jim 
334,shaping tho
335,ha
336,ha awesome
337,much nostalgia words got kazaa music videos linkin park
338,ha
339,ha
340,unfortunately going san francisco weekend experiments otherwise would definitely attendance
341,speaking snl parodied nu metal last week pretty funny https youtu qo j veo u
342, pretty funny comments post
343,
344,
345,
346,
347,sheeeuutt whatsapp updating notifications congratulations new job sean
348,san diego conference weekend
349,  ed thinking actually saying poopy butthole hungry upper management type think fire something  though tell guy wiping ass gaskets work putting back gasket dispenser fire kind religious reason say mr pb religious figure dave
350, know mention ass gasket widely accepted nomenclature friend mine overheard small child public restroom call ass gaskets term caught 
351,
352,think stuffing back imagine absolute nightmare scenario germaphobe reaching protection gasket betrayed
353,ha
354,actually occurred friend mine company works hr reported around time also mystery person leaving dookies paper bags around office separate offender ultimately fired discovered
355,say acts nature usually come hiiiyyooo
356,going
357,nice gonna sweet adventure
358,probably keeps regular
359,going india next tuesday week trying prepare best possible researches came across hilarious video use eastern latrine would highly recommend https youtu dkkryfdtmnq
360,part series instructional videos crap around world
361,dark funny
362,grand apizza main street great pizza pretty standard prices simple sauce parmesan apizza favorite
363,ha looks  could
364,also butze yolo ing hard right looks amazing
365,butze picture posted goat idaho pretty much exactly would imagine state 
366,guys pretty much outlining main theme dissertation efficiency versus creativity efficiency typically associated uniformity limited interaction whereas creativity depends interaction diverse set things whatever may optimal case balance efficient structures facilitate creativity bronchioles lungs good example straight uniform tubes branch decrease radius efficiently transporting air oxygen absorption sites exactly inefficient respect moving air amazingly effective getting oxygen surfaces nonuniform textured efficiently bringing diverse sets things together productive manner minimal loss entity unique character along way
367,blew mind little piece math james showed lead whole derivation made lungs thing clear
368,literally
369,food industry also gets benefit efficiency respect food sanitation came back india food amazing home cooked style give horrible shits  faucet week took precautions really need strike balance somehow also really cool mold study saw people using analogy model empty planes getting reforested show cooked somehow seems make sense would also applicable city growth
370,
371,butze light whole wheat dough kneading book work well pizza
372,nice try bread oven madison
373,missed opportunity take pics time going fire tomorrow pizzas today came amazing
374,
375,
376,thanks invite jim  madison weekend
377,
378,saw hilarious clip netflix movie paul rudd trying get kid try slim jim keeps saying come nibble jim take bite james
379,ah sheeeuuutt bouta catch em
380,
381,ha
382,guys notice anything tree line picture butze pokemon
383,yep also one mountains bottom left corner
384,snorlax
385,little app called powerpoint
386, one gets every time
387,jim expression  talkin bout
388,
389,gifs work whatsapp dang
390,swiss army man uses friends farts cross ocean
391,
392,ha
393,well least always pokemon
394,also want share opportunity shit woods twice weekend two day backpacking trip dad coworkers amazing recommendable experience liberating butze tried yet also section long trail time soon believe try backpacking earlier fun
395,also calling releasing chocolate dragon ha
396,holy shit looks awesome
397,yet little set back india trip aiming end august defend
398,ha sure
399,hops hills august th going vt th sean think said traveling figured double check also jim feel free bring aru able come dave see new brew equipment dad picked gettin serious 
400,happy birthday jim app stopped sending notifications looks  missed great stuff
401,hit little obstacle nothing serious time consuming done end month defending middle sept
402,thanks  open public definitely let guys know finally scheduled
403,definitely still labor day
404, awesome patriots quotes mascot meant ironic
405,check montieth new dorm uconn put video tours youtube guy moves kind slow fast forward https youtu kcff hxctie
406,https youtu hvktgqgspzq
407,mcmahon best dining hall total flip tearing grad dorms across coop look  anything alumni
408,
409,yup good vibes meat sweats
410,brick oven operational
411,guys feel  little hike woods weekend  last time
412,nice going see find new trail options check
413,ahhh booyah
414,guys interest kayaking parents uncle pay going either saturday sunday said reserve us kayaks wanted go
415,awesome
416,aahhh sheeeeuuuuttt
417,
418,dang trying record barred owl keep hearing
419,things version tinder
420,sean carpooling rob heading
421,ok cool
422, sweet
423,much meat far
424, aahhh sheeeuuutt think getting anticipatory meat sweats
425,sounds good
426,thanks coming guys another successful meat filled extravaganza
427,sean think may left preserves mail let know address
428,dave phone shit bucket last message sent last phone chat never turned got new phone today
429,ha
430,ha perfect
431,
432,radio morning
433,  switched channel song shit mungo jerry banner day already
434,look good
435,started following pretty headsy bread talk going
436,ha
437,
438, love quickly booyah references made way convo
439,go facebook reminded move  reference
440,
441,fuckin pomeranian fuckin papers dog fuckin papers
442,ha
443,ahhh sheeeuuuutt delivering complete protein source delicious loaf game really done changed
444,speaking sports found someone posted episodes running wild bear grylls one marshawn lynch aka beast mode hilarious https youtu emnkzsyvhas
445,gotta get ball tho
446,shaq episode
447,ha awesome
448,sure handle watching embarrassing
449, hey morty must timeline everyone went fucking crazy
450,
451,trump makes sense hillary least looks  plan even though definitely pandering
452,horrible
453, thinking along similar lines hopeful
454,ha would perfect
455,stick hits first 
456,kuh kuh kuh kuh khaattmmaaanndduuu favorite lyric one
457,could always napalm death u suffer slip even fully sure song actually played
458,trying defend sometime next month slow little getting burned slowly surely getting
459,ly november
460,http patch com connecticut mansfield scary clown rumors send uconn students cemetery streets hockey sticks golf clu
461,apparently uconn students fixing take matters hands
462,second article made laugh use word fracas describe clown hunt monday
463,kind feel bad clowns
464,ah fuckin multiple
465,
466,ahhh boooyyyaahhhh
467,love quote horse would love  saw voice assist post hilarious
468,think thing happening south boston sister lives especially near condo number newly converted new build condos walking around neighborhood see lot people age young kids ly work seaport kelly said knows number people work also live south boston could bunch kellys buying condos somerville
469,doubt 
470,ha add roth
471,painful still watching
472,tapped stand anymore
473,god really hope violence idiot
474,dang looks good
475,dave saw teacher mrs hayes jfk high school waterbury ct national teacher year got meet obama
476,looks  waterbury really becoming quite place complete national teacher year top timex museum jesus land woo
477,math breakthrough bout qed f outta dissertation
478,
479,gordon bombay said way quack quack quack quack
480,pt
481,dang imagine would painful
482,https youtube com watch v dvf luhtpo
483,
484, mean garrett two r two
485, rick ross bread shaping amazing saw finished loaves instagram lookin damn good
486,guy brewery canada beer master one
487, comic gets every time
488, exactly hopes dreams waiting die
489,absolutely crushing dissertation writing listening tycho right never really listened saw recommended apple music remembered guys talking gave try really great stuff work
490,meet two deadlines week finish dec
491,
492,check comparison computation time required model developed versus standard finite element analysis comparable simplified model called ecf three give roughly predictions
493,pretty arcane stuff exciting years work
494,reaction exactly first realized fast model
495, jim going  network model made orders magnitude solution step method also require meshing take hours total literally billion times faster
496,thanks dave think owe happy belated birthday
497, cautious way
498,agreed saw report rural healthcare last week really began understand many people angry enough vote trump https youtu lzpcegc
499,trump tweets us nuclear war ensuring nuclear winter halt global warming also reduce population problem always look bright side
500,go super bowl
501,ha
502,feel  need bubble wrap ruth bader ginsburg assign doctor check daily old liberal leaning judges
503,good points
504,guys happen hear kid got arrested grabbing girl ass uconn
505,got surveillance footage running away sent still frames entire campus found arrested  hour
506,next day guy guilty exact thing became president
507,amazing time
508,good ol billy red face conan talking election sports definitely good stuff three segments
509,actually two segments
510,trump dope actually gonna make vote woman  offending sides one tweet
511,
512,guess chose picture another option use giphy
513,
514,game done changed
515, amazing background music lot mr rogers segments one crackly silence man describing eat cheese wrapped banana peaceful
516,ha
517,
518,
519,ha gingerly grab pizza shove back seat send car back way
520,waaaayy news goes
521,
522,ha
523,makes think chappell bit snl monologue yelling wu tang sex
524,
525,place somerville living minimally definitely perks
526,https youtu jlwbabs
527,made think chappell bit could live cardboard box still get laid men would
528,jeez many ovens guy
529,actually sounds really convenient
530, ahhh sheeuuutt
531,looking  defense going dec boutta drop knowledge
532,
533,going conclude presentation
534,yup assuming really f somehow next couple weeks finally done
535,ha oh god
536,thanks
537, one great
538,damn looks good saw instagram loaves nuts fruit
539,great distribution cranberries walnuts paul hollywood would pleased
540,love guy animations go harmless silly super dark super fast back
541,die nothing french toast ooooeeee
542,sure naturally guys significant others invited
543,jesus 
544,
545,uteb storrs going storrs area
546,
547,done clowned defense ahh boooyyyaahhh
548, exactly
549,thanks
550,
551, exactly
552,
553,ha
554,amazing  picturing old lady walking tree  ooo nice well one say
555, ed pretty hard dave maybe leave james home let jimmy go party
556,exactly breakfast place called toast near uconn great bread thought must bake turns order frozen  cook last bit way
557,speaking hamster wheels interview wednesday army research lab actually pretty excited potentially working funny thing head branch interviewing named cindy people kept saying things  oh run cindy could think cindy burns jim min avant garde vox recording
558,civilian contractor group working basic science fuel cells batteries turns efficient energy technologies good combat silent potentially easier transport even climate change denying trump effectively funding research fight climate change funding department defense said groups lab work pretty deadly sheeuuutt
559, silent deadly
560,remember family dinners sundays prudence 
561,
562,ha
563,looks  got job army research lab moving c sometime february think
564,excitement
565,thanks  post doc
566,thanks
567,ha
